Product ID,Order ID,Product Name,Customer ID,Customer Name,Quantity,Order Date,Unit Price,Total Price,Category
9571,10115,Moisturizer,1062,Chelsea Hall,5,2023-04-23,86.64,433.2,Beauty
2159,10326,Sweater,1073,Victoria George,2,2023-07-02,60.88,121.76,Clothing
2740,10873,Microwave,1170,Christopher Castro,5,2021-02-25,657.1,3285.5,Home Appliances
2707,10051,Smartphone,1183,Thomas Jones,1,2025-08-11,227.36,227.36,Electronics
6038,10122,Tablet,1071,Christina James,5,2023-05-14,1205.68,6028.4,Electronics
8172,10847,Tennis Racket,1137,Aaron Lewis,4,2022-02-22,189.04,756.16,Sports
7709,10493,Foundation,1043,Lindsey Arnold,4,2024-04-16,71.94,287.76,Beauty
5901,10919,Perfume,1011,Craig Cox,5,2021-12-27,91.24,456.2,Beauty
7867,10444,Washing Machine,1086,Amy Novak,1,2024-12-20,287.33,287.33,Home Appliances
4314,10543,Air Conditioner,1092,Ronald Carson,1,2022-02-08,849.96,849.96,Home Appliances
6938,10854,Sweater,1152,Charles Bass Jr.,5,2021-10-29,17.45,87.25,Clothing
8398,10282,Smartwatch,1055,Richard Barnes,1,2023-01-03,373.69,373.69,Electronics
1912,10828,Tennis Racket,1115,Robin Smith,5,2021-06-02,483.96,2419.8,Sports
8738,10167,Sweater,1183,Dr. Kenneth Ross,4,2022-04-01,177.04,708.16,Clothing
1319,10867,Tennis Racket,1129,Hayley Patterson,2,2024-04-06,281.54,563.08,Sports
5260,10532,Yoga Mat,1105,Joanne Fitzgerald,5,2023-04-01,103.95,519.75,Sports
7832,10253,Moisturizer,1106,Sherri Martin,2,2023-03-30,52.74,105.48,Beauty
2726,10171,Yoga Mat,1159,Brandon Pena,2,2024-05-07,170.82,341.64,Sports
2066,10669,Shampoo,1061,Angela Young,4,2025-02-12,44.5,178.0,Beauty
8956,10250,Foundation,1119,Joshua Jackson,4,2025-07-02,81.07,324.28,Beauty
6480,10171,Air Conditioner,1158,Tracy Taylor,3,2021-06-18,235.61,706.83,Home Appliances
8044,10435,Foundation,1127,Jessica Payne,4,2021-10-06,42.39,169.56,Beauty
8509,10721,Foundation,1144,Jessica Williams,3,2021-08-21,18.53,55.59,Beauty
2657,10272,Air Conditioner,1138,Aaron Jones,4,2022-07-04,174.34,697.36,Home Appliances
5736,10285,Sweater,1093,Rachel Miller,5,2024-03-27,57.85,289.25,Clothing
8582,10990,Lipstick,1029,Joshua Shields,5,2024-12-06,33.86,169.3,Beauty
3945,10969,Running Shoes,1174,Chad Roberts,3,2022-08-17,404.81,1214.43,Sports
7693,10830,Football,1027,Daniel Blanchard,4,2021-10-12,346.95,1387.8,Sports
6898,10522,Perfume,1010,April Lyons,2,2021-07-24,89.98,179.96,Beauty
5588,10003,Washing Machine,1093,Jessica Watson,5,2021-06-11,746.52,3732.6,Home Appliances
7912,10199,Perfume,1047,Alyssa Peterson PhD,2,2022-08-29,43.64,87.28,Beauty
6956,10953,Microwave,1024,Edward Henry,3,2025-01-08,1182.77,3548.31,Home Appliances
8295,10858,Vacuum Cleaner,1059,Amanda Perez,5,2022-11-15,756.71,3783.55,Home Appliances
1639,10307,Headphones,1107,Brian Fischer,2,2021-10-02,784.75,1569.5,Electronics
1140,10101,Sweater,1089,Cristian Kelley MD,2,2023-06-21,144.15,288.3,Clothing
4494,10467,Air Conditioner,1021,Patricia Logan,5,2022-03-13,191.07,955.35,Home Appliances
1911,10597,Shampoo,1022,Charles Norris,3,2023-04-13,54.88,164.64,Beauty
8425,10184,Refrigerator,1140,Jacob Stephens,1,2024-04-10,351.36,351.36,Home Appliances
8066,10758,Tablet,1074,Richard Richards,5,2021-01-03,1000.88,5004.4,Electronics
8970,10488,Football,1169,John Dickson,3,2024-08-26,303.34,910.02,Sports
2303,10352,Tablet,1056,Duane Ray,5,2024-12-05,1264.72,6323.6,Electronics
9026,10208,Smartphone,1053,Sandra Ware,4,2024-05-12,386.78,1547.12,Electronics
6264,10632,Dumbbell Set,1042,Gina Perez,3,2023-09-24,159.17,477.51,Sports
1862,10793,Running Shoes,1187,Randy Gilmore,5,2024-09-19,59.23,296.15,Sports
4125,10762,Headphones,1146,Jordan Smith,4,2025-02-07,339.46,1357.84,Electronics
7733,10776,Microwave,1068,Thomas Bryan,3,2024-09-09,142.75,428.25,Home Appliances
2060,10003,Washing Machine,1187,Christine Evans,5,2021-06-11,638.28,3191.4,Home Appliances
1875,10963,Smartwatch,1138,Charles Spencer,2,2025-08-31,505.4,1010.8,Electronics
9334,10435,Dress,1081,James Johnston,5,2023-04-23,118.41,592.05,Clothing
8632,10326,Football,1073,Jeanette Perez,3,2025-08-04,214.83,644.49,Sports
3444,10897,Foundation,1067,Ebony Coleman,4,2021-08-29,66.16,264.64,Beauty
4626,10997,Vacuum Cleaner,1191,Marcia Brown,4,2022-03-15,679.77,2719.08,Home Appliances
2598,10907,Dress,1140,Kelly Obrien,3,2025-03-26,17.86,53.58,Clothing
5462,10760,Laptop,1091,Christopher Lee,3,2023-06-07,611.8,1835.4,Electronics
8635,10493,Smartphone,1002,Sandra Wilcox,2,2023-12-05,972.7,1945.4,Electronics
7967,10632,Microwave,1183,Melissa Brooks,4,2025-09-08,1146.13,4584.52,Home Appliances
8262,10012,Smartphone,1186,Sean Jones,2,2022-10-07,1064.27,2128.54,Electronics
3459,10328,Perfume,1071,Chase Glenn,4,2021-02-07,22.64,90.56,Beauty
2099,10186,Smartphone,1056,April Collins,5,2025-03-31,510.71,2553.55,Electronics
4193,10824,Dress,1108,Bradley Valentine,4,2022-04-09,69.76,279.04,Clothing
9257,10372,Foundation,1118,Craig Morris,3,2021-06-19,15.07,45.21,Beauty
6851,10568,Yoga Mat,1175,Tara Rowe,5,2025-06-08,147.35,736.75,Sports
8507,10778,Yoga Mat,1065,Christine Brown,4,2024-12-28,108.01,432.04,Sports
8263,10080,Dumbbell Set,1197,Leslie Graham,1,2023-01-02,312.41,312.41,Sports
3301,10360,Headphones,1000,Thomas Cruz,4,2023-03-31,796.44,3185.76,Electronics
8945,10996,Foundation,1068,Craig Decker,1,2023-01-16,40.18,40.18,Beauty
4552,10272,Moisturizer,1090,Justin Roberts,2,2022-08-13,74.86,149.72,Beauty
1997,10271,Jacket,1086,Lori Wright,2,2025-02-12,57.68,115.36,Clothing
8032,10502,T-Shirt,1061,Michelle Mejia,5,2024-06-18,87.39,436.95,Clothing
5146,10400,Football,1066,Emily Andrews,1,2021-04-22,205.05,205.05,Sports
9943,10094,Jeans,1108,Clifford Patterson,4,2022-04-27,193.35,773.4,Clothing
7005,10705,Headphones,1089,David Mccormick,2,2021-03-22,935.37,1870.74,Electronics
7767,10926,Running Shoes,1063,Matthew Bowers,3,2024-06-18,155.06,465.18,Sports
8820,10849,Laptop,1035,Autumn Stewart,4,2023-04-02,477.62,1910.48,Electronics
7958,10948,T-Shirt,1043,Julia Turner,3,2021-05-03,48.49,145.47,Clothing
9266,10925,Laptop,1121,Natasha Carrillo,5,2022-04-23,1255.39,6276.95,Electronics
8526,10311,Tablet,1197,Timothy Harper,4,2022-11-12,667.61,2670.44,Electronics
7603,10143,Tablet,1169,Leslie Austin,4,2025-05-23,466.54,1866.16,Electronics
7569,10485,Jeans,1130,Dawn Mcconnell,4,2021-08-21,98.8,395.2,Clothing
4711,10802,Dress,1006,Patrick Walton,2,2021-10-09,57.55,115.1,Clothing
1427,10883,Microwave,1164,Mark Kaufman,5,2021-09-21,672.86,3364.3,Home Appliances
2439,10478,Yoga Mat,1059,Margaret Fields,4,2024-02-11,394.03,1576.12,Sports
9709,10682,Laptop,1092,Garrett Moore,5,2025-07-19,880.23,4401.15,Electronics
8542,10802,Dumbbell Set,1165,Scott Stephenson,1,2024-03-03,409.95,409.95,Sports
8458,10386,Tablet,1117,Eric Williams,5,2024-12-31,1151.78,5758.9,Electronics
1469,10779,Yoga Mat,1087,David Russo,4,2025-09-16,41.38,165.52,Sports
9559,10270,Vacuum Cleaner,1026,Steven Schultz,5,2022-10-18,958.69,4793.45,Home Appliances
1686,10868,Dress,1183,Ronald Norton,4,2021-02-17,31.95,127.8,Clothing
5716,10416,Dress,1068,Adam Brown,5,2022-01-07,37.74,188.7,Clothing
7159,10910,Yoga Mat,1038,Douglas Wiggins,2,2023-01-07,454.84,909.68,Sports
1056,10571,Football,1132,Joseph Lee,1,2022-07-05,322.42,322.42,Sports
5280,10061,Smartphone,1050,Michael Barnett,2,2024-04-13,1257.16,2514.32,Electronics
6904,10018,Sweater,1115,Travis Brock,2,2025-07-27,176.38,352.76,Clothing
1567,10466,Tablet,1197,Justin Mills,1,2025-02-07,910.66,910.66,Electronics
1247,10841,Air Conditioner,1126,Cameron Calhoun,3,2024-04-22,1115.95,3347.85,Home Appliances
4954,10887,Dumbbell Set,1037,Cory Wolfe,4,2024-11-11,333.09,1332.36,Sports
9345,10034,Running Shoes,1106,Robin Munoz,2,2022-11-23,60.92,121.84,Sports
8032,10624,Jeans,1136,Priscilla Page,4,2021-04-14,42.22,168.88,Clothing
5898,10558,Refrigerator,1069,Cynthia Taylor,2,2024-09-16,1143.4,2286.8,Home Appliances
7616,10151,Perfume,1066,Caleb Graham,4,2025-03-21,21.77,87.08,Beauty
6207,10468,Refrigerator,1129,Kenneth Bowers,5,2021-10-18,326.62,1633.1,Home Appliances
1241,10612,Vacuum Cleaner,1076,Heather Ellis,3,2023-06-22,540.39,1621.17,Home Appliances
7990,10780,Football,1098,Susan Maynard,1,2024-01-19,158.59,158.59,Sports
5892,10540,Dumbbell Set,1149,Heather Holt,4,2024-06-01,199.12,796.48,Sports
3948,10028,Tablet,1195,Gloria Fisher,4,2021-08-07,581.51,2326.04,Electronics
1962,10345,Refrigerator,1077,Richard Johnson,3,2021-06-22,781.63,2344.89,Home Appliances
1325,10886,Smartphone,1103,Elizabeth Taylor,1,2025-03-02,629.54,629.54,Electronics
3622,10435,Microwave,1054,William Carpenter,3,2024-09-12,501.58,1504.74,Home Appliances
4078,10011,Vacuum Cleaner,1153,Lucas Reed,2,2023-04-12,715.45,1430.9,Home Appliances
2935,10362,Headphones,1052,Dr. Grace Bowers,3,2022-08-28,507.64,1522.92,Electronics
5551,10948,T-Shirt,1186,Antonio Miller,3,2024-05-31,49.9,149.7,Clothing
5614,10652,Tennis Racket,1022,Steven Mitchell,2,2021-05-04,156.43,312.86,Sports
7869,10023,Lipstick,1150,Amy Atkins,3,2021-08-07,95.99,287.97,Beauty
8581,10351,Washing Machine,1130,Kenneth Gilbert,3,2021-06-04,520.87,1562.61,Home Appliances
9058,10491,Refrigerator,1046,Christopher Watson,5,2023-09-30,417.09,2085.45,Home Appliances
4965,10850,Dress,1171,Darrell Frye,3,2021-06-28,10.94,32.82,Clothing
5968,10089,Smartwatch,1146,Melissa Brown,5,2022-02-27,634.78,3173.9,Electronics
5425,10109,Yoga Mat,1181,Cheryl Chan,4,2023-06-12,191.76,767.04,Sports
3627,10304,Washing Machine,1087,Michelle Reynolds,4,2023-07-29,379.4,1517.6,Home Appliances
2854,10083,Moisturizer,1080,Matthew Ortega,3,2021-12-13,81.02,243.06,Beauty
1251,10752,Moisturizer,1144,Jocelyn Howard,4,2021-04-23,12.85,51.4,Beauty
7264,10221,Microwave,1005,Mitchell Dennis,1,2024-11-18,1037.54,1037.54,Home Appliances
7714,10802,Smartwatch,1136,Austin Austin,2,2025-05-05,665.85,1331.7,Electronics
6886,10608,Jacket,1046,Gary Bailey,3,2024-09-08,121.98,365.94,Clothing
8568,10403,Microwave,1137,Diana Turner,5,2025-04-19,509.06,2545.3,Home Appliances
6804,10933,Football,1092,Lori Downs,2,2025-04-19,449.92,899.84,Sports
1990,10931,Sweater,1075,James Harper,4,2025-02-19,96.71,386.84,Clothing
6373,10982,Tennis Racket,1167,Ashley Jones,2,2021-04-07,308.94,617.88,Sports
1238,10266,Air Conditioner,1099,Marissa Garcia,5,2021-03-04,959.83,4799.15,Home Appliances
4305,10057,Lipstick,1059,James Jones,2,2022-11-22,64.36,128.72,Beauty
3435,10010,Shampoo,1087,James Sandoval,1,2021-07-02,50.99,50.99,Beauty
9463,10280,Jacket,1073,Kristie Glass,3,2025-07-27,157.61,472.83,Clothing
4805,10706,Dumbbell Set,1086,Joshua Torres,4,2023-01-28,355.25,1421.0,Sports
6285,10433,Yoga Mat,1163,Brian Acevedo,1,2024-05-07,229.04,229.04,Sports
7380,10373,Yoga Mat,1124,Rachel Flores,3,2021-11-20,284.13,852.39,Sports
2718,10380,Washing Machine,1034,William Roberts,5,2023-01-22,1108.38,5541.9,Home Appliances
2605,10219,Smartphone,1011,Christina Sanchez,5,2024-02-14,443.99,2219.95,Electronics
9998,10746,Washing Machine,1115,Kimberly Welch,4,2024-11-19,655.74,2622.96,Home Appliances
2754,10602,Lipstick,1200,Kenneth Aguilar,2,2021-07-21,6.71,13.42,Beauty
7249,10983,Laptop,1189,Stephanie James,3,2025-05-31,435.92,1307.76,Electronics
6828,10591,Vacuum Cleaner,1063,Anne Giles,3,2022-01-16,286.9,860.7,Home Appliances
8419,10251,Tablet,1008,Amanda White,5,2025-09-08,936.78,4683.9,Electronics
8076,10019,Dumbbell Set,1107,Laura Carey,5,2022-09-26,329.5,1647.5,Sports
9142,10545,Shampoo,1199,Bruce Castaneda,3,2023-04-03,10.53,31.59,Beauty
5947,10103,Moisturizer,1175,Richard Medina,5,2023-02-23,76.32,381.6,Beauty
5789,10088,Dumbbell Set,1170,Kristin Brown,1,2025-07-11,370.61,370.61,Sports
2384,10443,Running Shoes,1197,Terry Rodriguez,3,2025-05-10,147.1,441.3,Sports
3602,10844,Shampoo,1046,Christina Sosa DVM,3,2025-02-17,11.7,35.1,Beauty
6289,10346,Vacuum Cleaner,1168,Tony Drake,4,2022-03-21,553.41,2213.64,Home Appliances
4363,10114,Perfume,1084,Sandra Harvey,5,2024-04-27,43.21,216.05,Beauty
4647,10309,Vacuum Cleaner,1004,Kevin Figueroa,3,2025-08-08,433.33,1299.99,Home Appliances
1061,10966,Jeans,1065,Timothy Lin,2,2022-11-13,14.26,28.52,Clothing
6668,10831,Air Conditioner,1105,Sarah Navarro,1,2021-06-26,892.86,892.86,Home Appliances
1236,10764,Perfume,1026,Kathleen Mcmahon,1,2021-03-29,76.43,76.43,Beauty
3362,10818,Moisturizer,1021,Robert Alvarez,4,2024-05-08,36.05,144.2,Beauty
4348,10396,Jacket,1096,Lauren Arnold,1,2024-04-03,134.19,134.19,Clothing
1916,10593,Dumbbell Set,1073,Jeremiah Mercado,4,2023-12-04,67.73,270.92,Sports
3651,10940,Tablet,1159,Frank Wheeler,1,2021-09-14,1014.98,1014.98,Electronics
5431,10125,Running Shoes,1127,Kenneth Best,2,2025-08-03,226.45,452.9,Sports
1967,10594,Tablet,1162,Stephen Reid,2,2022-06-19,1413.7,2827.4,Electronics
7021,10254,Jacket,1113,Lynn Wilkins,2,2023-04-09,157.12,314.24,Clothing
7413,10196,Shampoo,1067,Patricia Howard,4,2021-11-20,55.47,221.88,Beauty
5875,10822,Perfume,1006,Mark Williamson,2,2021-03-14,30.02,60.04,Beauty
2877,10909,Lipstick,1044,Susan Dunn,4,2025-02-23,17.79,71.16,Beauty
1438,10302,Yoga Mat,1061,Christopher Perez,1,2024-09-27,274.7,274.7,Sports
3725,10516,Tennis Racket,1099,Kimberly Thomas,4,2024-05-08,374.86,1499.44,Sports
1122,10483,Laptop,1181,Brianna Mcdaniel,3,2022-06-04,1025.96,3077.88,Electronics
9170,10260,Microwave,1039,Deborah Burns,3,2023-03-22,153.65,460.95,Home Appliances
3877,10093,Tennis Racket,1127,Robin Obrien,1,2024-03-08,104.7,104.7,Sports
2714,10169,Smartwatch,1009,Ryan Evans,5,2024-09-02,1357.84,6789.2,Electronics
6218,10347,Microwave,1001,Elizabeth Robertson,2,2024-07-08,325.28,650.56,Home Appliances
9889,10406,Air Conditioner,1049,Diane Gonzales MD,4,2022-01-31,1189.33,4757.32,Home Appliances
5362,10274,Vacuum Cleaner,1033,Michael Montgomery,5,2025-09-16,472.56,2362.8,Home Appliances
9604,10922,Dress,1180,David Hill,3,2024-09-10,189.49,568.47,Clothing
6816,10002,Microwave,1196,Laura Nichols,2,2023-11-05,244.22,488.44,Home Appliances
9665,10219,Refrigerator,1071,Taylor Carroll,2,2023-09-30,426.69,853.38,Home Appliances
9522,10197,Shampoo,1082,Joseph Lynch,3,2025-08-07,31.32,93.96,Beauty
4802,10140,Microwave,1133,Derrick Johnson,5,2021-10-07,590.78,2953.9,Home Appliances
7053,10711,Headphones,1098,Michelle Rice,2,2024-04-02,985.47,1970.94,Electronics
1565,10152,Microwave,1163,Wesley Jacobson,3,2024-10-11,913.0,2739.0,Home Appliances
2114,10002,Dress,1042,Brian Mccormick,3,2021-06-30,58.68,176.04,Clothing
2664,10230,Lipstick,1127,Justin Benson,5,2024-05-30,32.84,164.2,Beauty
2910,10203,T-Shirt,1011,Kathleen Solis,1,2021-03-01,42.9,42.9,Clothing
3396,10072,Jacket,1196,Edward Munoz,2,2022-11-25,167.29,334.58,Clothing
8373,10296,Jeans,1178,Joseph Keller,1,2021-01-29,188.44,188.44,Clothing
6241,10800,Microwave,1193,Tracy Glover,2,2021-05-17,1127.37,2254.74,Home Appliances
6915,10957,Moisturizer,1087,Scott Cummings,5,2022-07-17,28.04,140.2,Beauty
5230,10760,Refrigerator,1140,Melissa Perkins,3,2022-12-14,833.02,2499.06,Home Appliances
3260,10808,Shampoo,1010,James Hammond,3,2023-07-23,60.87,182.61,Beauty
9356,10375,Jacket,1132,Benjamin Moore,3,2024-11-17,99.9,299.7,Clothing
8320,10605,Sweater,1198,Courtney Wiggins,5,2024-08-10,21.39,106.95,Clothing
9840,10575,Foundation,1184,Emily Price,1,2024-08-29,36.17,36.17,Beauty
1203,10237,Laptop,1022,Timothy Anderson,1,2022-04-01,1273.86,1273.86,Electronics
3641,10438,Running Shoes,1150,April Stephens,2,2022-04-28,31.12,62.24,Sports
4502,10810,Dress,1103,Craig Brock,1,2023-10-01,150.22,150.22,Clothing
2548,10910,Lipstick,1094,Rose Tran,2,2021-06-12,39.31,78.62,Beauty
2568,10788,Running Shoes,1189,Lori Lewis,3,2024-12-19,21.61,64.83,Sports
8980,10581,T-Shirt,1048,Kaitlin Scott,4,2021-02-25,173.4,693.6,Clothing
8947,10527,Microwave,1026,Olivia Hill,1,2024-07-30,464.62,464.62,Home Appliances
3511,10449,Refrigerator,1097,Rachel Perkins,1,2023-01-02,866.55,866.55,Home Appliances
7076,10488,Perfume,1128,Darryl Hawkins,3,2025-08-24,39.76,119.28,Beauty
7355,10445,Foundation,1067,Kevin Ramsey,1,2023-06-10,94.51,94.51,Beauty
2271,10775,Shampoo,1024,Robert Nguyen,4,2021-09-10,63.23,252.92,Beauty
8648,10138,Headphones,1126,Leslie Stanley,5,2023-10-17,616.6,3083.0,Electronics
1998,10390,Jacket,1036,James Craig,2,2023-01-28,156.45,312.9,Clothing
1786,10498,Shampoo,1028,Linda Colon,2,2022-08-29,5.03,10.06,Beauty
9788,10929,Laptop,1131,George Wallace,5,2024-04-02,851.81,4259.05,Electronics
9196,10354,Yoga Mat,1109,Alexandra Davis,5,2021-11-25,185.12,925.6,Sports
5367,10005,Vacuum Cleaner,1006,Bradley Palmer,1,2025-03-19,522.52,522.52,Home Appliances
7655,10631,Refrigerator,1016,Manuel Cooke Jr.,4,2022-09-21,687.33,2749.32,Home Appliances
1972,10267,Foundation,1158,Cassie Silva,3,2023-11-17,34.5,103.5,Beauty
3632,10611,Dumbbell Set,1029,David Davis,2,2022-04-12,98.67,197.34,Sports
4615,10041,Microwave,1147,Gregory Anderson,4,2023-03-18,236.16,944.64,Home Appliances
6410,10452,Washing Machine,1157,Nicholas Cole,3,2021-09-09,672.61,2017.83,Home Appliances
6493,10588,Vacuum Cleaner,1031,Shawn Strickland,3,2021-07-20,139.54,418.62,Home Appliances
1155,10746,Jeans,1153,Lindsay Murray,5,2023-09-01,141.35,706.75,Clothing
9627,10156,Tennis Racket,1030,Timothy Hansen,5,2023-08-30,327.61,1638.05,Sports
6695,10684,Jacket,1139,Brian Ochoa,1,2022-01-24,125.87,125.87,Clothing
2835,10278,Air Conditioner,1125,James Moody,3,2025-06-27,1158.73,3476.19,Home Appliances
4382,10163,Laptop,1099,Kyle Greer,2,2022-02-19,945.28,1890.56,Electronics
5815,10925,Headphones,1176,Daisy Kelly,1,2025-08-11,865.41,865.41,Electronics
2983,10890,Sweater,1135,Jennifer Bird,2,2021-11-06,140.5,281.0,Clothing
6681,10629,Jacket,1045,Sarah May,5,2021-04-21,91.82,459.1,Clothing
6728,10799,Headphones,1139,David Diaz,2,2021-03-04,428.88,857.76,Electronics
3262,10079,Dress,1133,April Lopez,5,2021-09-01,32.53,162.65,Clothing
4906,10282,Smartphone,1120,Jeremy Pearson DVM,5,2022-03-20,669.3,3346.5,Electronics
4441,10136,Laptop,1190,Casey Rodriguez,4,2024-01-07,586.67,2346.68,Electronics
9813,10626,Lipstick,1094,Rebecca Weiss,4,2024-01-29,74.24,296.96,Beauty
8387,10664,Refrigerator,1089,Benjamin Benitez,5,2021-10-28,940.75,4703.75,Home Appliances
5578,10630,Yoga Mat,1063,Amy Wilson,1,2021-10-12,27.06,27.06,Sports
7647,10452,Smartwatch,1110,Linda Wagner,5,2024-12-25,1118.44,5592.2,Electronics
2677,10273,Football,1188,Amber Norman,3,2023-10-16,260.83,782.49,Sports
5956,10542,T-Shirt,1097,Ms. Megan Hardy,2,2021-04-22,183.17,366.34,Clothing
4144,10336,Football,1126,Mrs. Jennifer Merritt,5,2021-08-22,81.08,405.4,Sports
8386,10901,T-Shirt,1096,Jennifer Fisher,2,2023-07-10,106.32,212.64,Clothing
1950,10368,Shampoo,1124,Johnny Daniel,3,2025-08-04,43.19,129.57,Beauty
5681,10630,Dumbbell Set,1074,Lori Mata,4,2023-01-24,67.43,269.72,Sports
1776,10130,T-Shirt,1120,Mark Beasley,2,2022-06-12,58.02,116.04,Clothing
3489,10407,Sweater,1058,Jordan Moyer,1,2022-12-06,123.46,123.46,Clothing
5472,10135,Jacket,1009,Kayla Mcneil,4,2025-05-05,112.65,450.6,Clothing
1238,10230,Shampoo,1160,Shelia Smith,4,2024-04-10,30.98,123.92,Beauty
1082,10110,Dress,1126,Rachel Williams,5,2021-08-11,146.14,730.7,Clothing
8452,10763,Washing Machine,1118,Lydia Herrera,2,2023-04-26,663.44,1326.88,Home Appliances
9032,10163,Smartphone,1107,Steven Crawford,3,2021-06-14,872.93,2618.79,Electronics
5770,10224,Air Conditioner,1086,Stephanie Knox,1,2024-04-07,1128.6,1128.6,Home Appliances
1636,10336,Air Conditioner,1000,Cassandra Bauer,5,2024-03-24,703.29,3516.45,Home Appliances
9625,10818,Perfume,1130,Michelle Walker,5,2022-11-15,89.45,447.25,Beauty
8262,10834,Smartwatch,1192,Timothy Williams,5,2021-02-05,1294.88,6474.4,Electronics
1329,10241,Refrigerator,1124,Briana Pierce,1,2022-08-02,291.76,291.76,Home Appliances
4156,10599,Tablet,1138,Linda Richardson,3,2021-01-02,931.24,2793.72,Electronics
4929,10965,Dress,1091,Nicholas Owens,4,2025-05-09,12.5,50.0,Clothing
6916,10826,Dress,1117,Gregory Acosta,2,2023-07-09,54.56,109.12,Clothing
7793,10123,Tablet,1146,Lisa Henry,1,2024-11-15,496.19,496.19,Electronics
2066,10962,Football,1077,Andrea Davidson,1,2021-09-13,422.52,422.52,Sports
8701,10386,Dumbbell Set,1173,Trevor Blake,5,2025-09-04,326.32,1631.6,Sports
5482,10796,Dress,1075,Lisa Davis,5,2023-06-04,112.94,564.7,Clothing
3307,10299,Dress,1034,Christine Dominguez,3,2022-06-08,190.51,571.53,Clothing
8869,10049,Dress,1094,Frank Campos,2,2023-12-08,146.98,293.96,Clothing
6977,10475,Washing Machine,1061,Kevin Maldonado,2,2025-07-20,821.66,1643.32,Home Appliances
1943,10983,T-Shirt,1165,Melissa Small,4,2022-11-17,189.12,756.48,Clothing
7654,10335,Jeans,1095,Robert Gonzales,1,2022-09-11,27.28,27.28,Clothing
5346,10884,Washing Machine,1042,Rebecca Simmons,4,2024-11-26,273.46,1093.84,Home Appliances
7394,10831,Sweater,1135,Kevin Brown,4,2021-07-27,51.86,207.44,Clothing
1923,10150,Football,1007,Sean Jenkins,5,2023-07-30,94.74,473.7,Sports
1921,10862,Perfume,1045,Joe Hamilton,4,2024-01-11,77.63,310.52,Beauty
9068,10645,Laptop,1145,Andrew Jackson,2,2021-08-01,295.56,591.12,Electronics
2066,10185,T-Shirt,1099,Ryan Johnston,2,2022-10-04,152.96,305.92,Clothing
7713,10934,Laptop,1109,Lisa Gonzalez,3,2022-06-17,540.57,1621.71,Electronics
4999,10714,Tennis Racket,1006,Jeffrey Wilson,5,2023-02-27,72.1,360.5,Sports
3505,10253,Running Shoes,1155,Alison Flores,1,2022-11-14,61.95,61.95,Sports
6979,10712,Tablet,1126,Kara Jimenez,4,2021-10-26,534.58,2138.32,Electronics
5359,10493,Moisturizer,1143,Daniel Lee,2,2021-04-24,72.45,144.9,Beauty
3058,10570,Shampoo,1084,Charles Waller,5,2023-04-09,58.34,291.7,Beauty
9564,10702,Moisturizer,1113,Kayla Wilson,2,2022-01-25,64.7,129.4,Beauty
4856,10822,Headphones,1200,Stephen Herrera,1,2025-08-30,1223.37,1223.37,Electronics
2371,10873,Sweater,1060,Katie Bennett,2,2025-08-07,23.02,46.04,Clothing
3632,10787,Football,1164,Chloe Meadows,1,2023-06-20,211.36,211.36,Sports
7569,10914,Air Conditioner,1022,Laura Mendoza,2,2021-06-10,1051.44,2102.88,Home Appliances
7382,10323,Lipstick,1138,Alisha Williams,4,2023-04-20,58.32,233.28,Beauty
9438,10428,Headphones,1194,Joel Carter,4,2022-02-01,1444.04,5776.16,Electronics
5603,10844,Jacket,1173,Kristin Jones,2,2023-08-13,79.22,158.44,Clothing
3630,10595,Vacuum Cleaner,1079,Jamie Chavez,5,2021-08-27,253.46,1267.3,Home Appliances
8215,10728,Microwave,1007,Elizabeth Martin,3,2025-07-06,540.21,1620.63,Home Appliances
6156,10205,Microwave,1123,Wendy Chan,2,2024-09-24,797.27,1594.54,Home Appliances
7854,10190,Football,1101,Catherine Church,1,2024-07-16,329.38,329.38,Sports
2376,10906,Yoga Mat,1185,Sharon Anderson,4,2023-02-05,463.49,1853.96,Sports
5048,10856,Jeans,1110,Sheila Wolf,1,2021-04-11,61.34,61.34,Clothing
3164,10856,Vacuum Cleaner,1053,Bryan Stevens,1,2024-10-02,397.02,397.02,Home Appliances
8774,10376,Dumbbell Set,1058,Michael White,3,2022-06-28,380.38,1141.14,Sports
7789,10483,Dumbbell Set,1082,Kelly Anderson,5,2021-05-26,58.58,292.9,Sports
5652,10353,Running Shoes,1074,Adam Thompson,4,2023-02-07,292.31,1169.24,Sports
1855,10693,Sweater,1145,Zachary Guzman,1,2022-10-22,55.7,55.7,Clothing
8746,10686,Running Shoes,1112,Dr. Rebecca Aguilar,4,2021-10-15,42.15,168.6,Sports
2249,10874,Tablet,1038,Michael Knox,3,2022-08-12,1241.52,3724.56,Electronics
7811,10140,Jeans,1067,Valerie Perez,4,2023-12-25,124.2,496.8,Clothing
6155,10926,Football,1184,Steven Morris,2,2023-09-22,213.53,427.06,Sports
7120,10071,Running Shoes,1099,Vicki Gilbert,3,2023-11-20,171.81,515.43,Sports
8532,10686,Perfume,1090,Jasmine James,3,2022-10-15,68.52,205.56,Beauty
3223,10670,Smartphone,1044,Krista Holt,1,2024-08-08,328.42,328.42,Electronics
6506,10765,Sweater,1074,David Johnson,5,2024-01-03,177.44,887.2,Clothing
4017,10301,Moisturizer,1060,Angela Kelley,4,2022-07-18,45.85,183.4,Beauty
